photon_pt,photon_eta,photon_phi,photon_E,photon_isTightID,photon_etcone20,myy
[41498.203 32125.646],[1.0024073  0.09058663],[-0.30901057  2.7234182 ],[64152.66  32257.547],[ True  True],[ -73.228485 1135.7777  ],80.64812093766679
[49934.38 45661.98],[ 1.2456301 -0.5419142],[ 1.2681594 -1.821717 ],[93948.625 52532.48 ],[ True  True],[-262.16736 2602.989  ],136.23070262381424
[48376.613 32983.4  ],[2.2348006 1.9111106],[ 2.8732536  -0.12770036],[228618.97  113933.055],[ True  True],[ 601.443  1295.3003],80.7443296986697
[155051.69  121909.336],[1.1550312 2.049793 ],[ 2.0126839 -0.6432857],[270500.88 481240.44],[ True  True],[  198.25754 -1590.8424 ],295.648907811003
[41452.285 32452.877],[-0.5417892  0.6259837],[ 3.1145294  -0.12031913],[47686.426 39021.66 ],[ True  True],[2156.0574 1462.0969],86.15092357181013
[45865.688 36319.406],[1.0818347 1.1377751],[ 0.18497585 -2.8116388 ],[75427.5   62475.746],[ True  True],[ 495.04346 -651.582  ],81.4464324400002
[44176.727 41297.84 ],[0.16840684 1.1510975 ],[-1.955255    0.94939375],[44804.652 71815.92 ],[ True  True],[ 639.46783  -104.458954],95.41424736081586
[98566.27  65456.297],[0.23918702 0.7086884 ],[-2.4335814   0.61665696],[101399.25   82593.234],[ True  True],[-733.48206 -168.08154],164.929740970082
[95066.5  81752.06],[-1.5459161  -0.00788133],[-0.6413329  2.5885026],[233168.88  81754.6 ],[ True  True],[1339.564  3528.8135],230.9419268560228
[43514.36  32038.816],[-0.7019234  0.7531046],[-0.5342293  2.6360083],[54681.465 41562.113],[ True  True],[ -74.98088 -602.91376],95.32005198619292
[66315.49 37805.81],[-1.035765 -1.12559 ],[ 1.3318168 -1.9450613],[105183.516  64392.66 ],[ True  True],[ -23.42987 2101.4048 ],100.01434182268841
[57523.812 49509.68 ],[ 1.7263803 -1.6542718],[-1.8422234  2.3494618],[166767.31 134183.66],[ True  True],[2020.2239  585.2291],294.334330937348
[46678.12 45094.36],[-1.560251    0.59945184],[-0.68176407 -3.0441763 ],[115997.445  53442.066],[ True  True],[-131.73148   -40.846985],146.57663355861158
[45230.35 45153.32],[0.43736163 2.161554  ],[-0.61712015  2.559775  ],[ 49625.7  198669.42],[ True  True],[240.46167 356.73914],126.09298334461518
[56328.633 55685.055],[0.75284797 1.0752324 ],[-1.0516593  1.7095816],[73059.95 91097.75],[ True  True],[ 966.02985 -437.64746],111.4771492850711
[55434.97  32021.117],[0.3585516  0.37439907],[ 0.09843833 -2.5971727 ],[59036.65 34291.73],[ True  True],[1216.5656      -7.6762085],82.18000212579902
[45653.21 37191.26],[1.1544682  0.48437417],[-2.4560518 -0.4602173],[79609.18 41640.11],[ True  True],[2925.6992  -369.81357],74.74917445239991
[52234.957 33518.633],[ 0.81959534 -1.1691875 ],[ 2.120086   -0.89433104],[70783.36  59160.305],[ True  True],[ 739.393   -567.63196],128.47495458625988
[58854.2   38545.285],[ 0.75211143 -1.546677  ],[-2.7511005  0.601626 ],[76299.91 94605.44],[ True  True],[647.8469 755.5909],165.1169993048114
[64009.14  32529.318],[1.2543482 1.6524142],[ 2.0017786 -0.6585878],[121323.38   88010.555],[ True  True],[1222.0782 2262.9026],90.49893208242803
[50586.438 35939.324],[0.8706089 1.3606356],[-1.3468117  1.8788273],[70999.62 74666.97],[ True  True],[ 222.7417 1163.1727],87.77643598840336
[67948.66 54409.59],[0.07063253 0.6461725 ],[-0.919149   2.5114467],[68118.23 66169.43],[ True  True],[ 103.32324 2380.2598 ],125.46077711346572
[89164.336 35285.848],[-1.6076181  -0.66611445],[-2.3729248  0.9842675],[231438.22   43407.934],[ True  True],[3965.4763  -430.93484],124.25936540306596
[40227.89  30361.348],[0.8070857  0.58012545],[-2.2188165  0.831055 ],[54056.688 35615.24 ],[ True  True],[-563.70496  479.20306],70.27380855746532
[64367.57  57593.258],[ 2.2180316 -0.1776331],[ 1.9710834 -1.6185611],[299246.4    58504.285],[ True  True],[ -19.693977 1064.3878  ],218.42130584106752
[91606.914 81522.27 ],[ 1.2405181  -0.08015258],[ 1.8498344 -1.2572751],[171609.    81784.28],[ True  True],[-119.21399 -196.44275],211.88534603866563
[43232.066 37309.46 ],[-0.23792034  1.0291475 ],[ 0.33128306 -2.7676535 ],[44461.45 58874.15],[ True  True],[-917.9085 3874.8472],96.97428091336857
[67988.95 66143.13],[-1.9357255 -1.5872971],[ 0.8749592 -2.0739496],[240456.14 168499.3 ],[ True  True],[  -4.8302 3916.5908],135.5472525378149
[44273.48  43631.836],[ 0.4835499  -0.71982723],[-0.13992885 -3.0608494 ],[49551.15  55432.387],[ True  True],[  53.6102  -254.91449],103.85047187910578
[81758.92  33937.742],[0.7100904  0.19333285],[-0.47489515 -2.421426  ],[103252.31   34573.977],[ True  True],[-1238.8575   695.2202],91.34226619797633
[49244.258 39777.887],[-1.2275071 -0.5190688],[ 0.9133029 -2.4988172],[91243.05  45258.016],[ True  True],[-581.4081 3152.9866],93.36896584571437
[80611.23  30668.506],[0.03828968 1.1032624 ],[-0.6381906  2.854653 ],[80670.33 51304.88],[ True  True],[1148.193  1373.8129],112.54403601909645
[153926.62 133432.8 ],[ 0.06507937 -0.6933689 ],[ 2.807893   -0.52333975],[154252.7  166813.19],[ True  True],[-767.355   -106.42615],306.2861153451859
[59316.16 41774.2 ],[-1.1913714 -1.2059207],[ 2.6964746 -2.9154384],[106632.56  76013.35],[ True  True],[-1057.0333   560.0658],32.7989350738637
[49620.582 34720.934],[ 1.2022159  -0.44102415],[-3.1169305   0.17937122],[90011.98 38152.67],[ True  True],[-117.32672  392.4904 ],112.46439183446334
[40481.566 32665.28 ],[-0.6971434  1.8460847],[-1.7845978  1.2075421],[ 50723.69  106044.914],[ True  True],[-404.1745  -553.26807],139.78635277551444
[60937.367 42471.02 ],[1.1014059  0.03978617],[-1.9875546 -0.6833016],[101789.65   42504.637],[ True  True],[1663.8843     24.988953],83.74995836048248
[86598.266 48554.582],[0.97372985 0.92425615],[-0.274081  2.684506],[131000.39  70812.48],[ True  True],[-188.4679  180.2537],129.18529063657647
[172723.19 154060.8 ],[-1.2089615 -2.2246614],[-0.4496285  2.6381466],[315091.22 720885.44],[ True  True],[-1058.1494   -642.25055],369.13022083626055
[170917.88   35224.207],[0.74786574 0.8123401 ],[0.96828824 2.953548  ],[220985.05   47499.715],[ True  True],[1115.6833 3424.9985],130.05680672650905
[62890.812 30707.049],[-1.6372709  -0.37675086],[ 1.1182412 -1.9626542],[167781.05   32912.246],[ True  True],[ -1.0050659 635.97705  ],105.89890866300709
[47746.895 31497.506],[0.35866812 0.8960662 ],[ 1.5032754 -1.8072071],[50851.105 45011.805],[ True  True],[962.6105  212.96959],80.1106322916372
[69349.336 32985.99 ],[-0.94170076 -0.90055025],[-0.317645   3.0798802],[102439.48  47290.41],[ True  True],[ 865.01764 1148.0314 ],94.89509174489284
[44222.023 44083.367],[-0.21684194  0.17166243],[ 0.23789372 -3.0616589 ],[45265.773 44734.49 ],[ True  True],[-126.26434  446.50385],89.70643899674076
[47507.992 32624.94 ],[ 0.6196092 -1.0671989],[-0.35597268  1.269496  ],[56923.04  53035.023],[ True  True],[ 76.651794 578.2788  ],93.96506038157223
[42528.14  32307.568],[-0.97558206 -0.6493553 ],[ 1.5245048 -1.4630101],[64423.406 39361.742],[ True  True],[2097.0986 2233.3962],74.90590697673994
[55532.047 40864.06 ],[-0.40533802 -1.6669401 ],[ 0.42951587 -2.4026773 ],[ 60156.777 112064.81 ],[ True  True],[1889.4592 1746.7776],113.9237591509129
[130287.     51960.805],[0.7088862 1.0601307],[-1.6867466  1.6034945],[164416.92   83998.766],[ True  True],[1298.0353  -832.84656],166.65468869846734
[57660.445 52080.035],[-1.7561096 -1.1933994],[-0.8388215   0.97742164],[171902.62   93782.164],[ True  True],[ 102.50729 1737.4883 ],91.87767477859212
[51493.227 41016.35 ],[ 0.38546425 -0.9605463 ],[ 2.2221372 -0.9117788],[55366.33  61438.547],[ True  True],[-549.706  1444.1134],113.5271678850876
[40760.285 37682.832],[-1.5435824 -0.9519247],[-1.2455039  2.157572 ],[99759.68  56085.027],[ True  True],[ 832.25574 2708.749  ],81.19713171490666
[56316.066 42091.77 ],[ 1.662814   -0.18524456],[ 0.7996825 -1.8680778],[153848.06  42816.04],[ True  True],[3532.3916  -416.13208],140.1369176773152
[57768.34  37778.707],[-0.79609174 -0.9215768 ],[-0.7171667  2.6901786],[77061.48 54989.58],[ True  True],[ 357.84747 -235.9978 ],92.79460721688
[45461.832 31611.812],[-0.9638803   0.09082934],[ 2.757866  -1.3238915],[68266.86 31742.3 ],[ True  True],[ -100.02707 -1238.7112 ],79.50831119780005
[95817.89 72122.37],[-0.31522015  2.195454  ],[-2.0676572  0.9724511],[100617.85 327990.38],[ True  True],[1858.0413 -530.4635],315.2828645984275
[83905.586 38375.387],[-0.41235876 -1.7339219 ],[-2.059441  -1.7002391],[ 91140.88  112044.805],[ True  True],[-153.08917  122.50302],83.08023413318932
[44460.92  34169.504],[-0.387007   -0.30052912],[-1.8267899  1.0153154],[47832.242 35724.21 ],[ True  True],[-529.3059  -256.03528],77.15538241272515
[54275.67 40103.09],[ 0.5346207 -1.7958065],[2.436278   0.13402562],[ 62218.703 124125.58 ],[ True  True],[ 875.5553  -109.36093],159.6878380142682
[187471.7    41175.902],[0.20157558 0.8736689 ],[ 2.6272945 -1.4037851],[191293.36   57915.996],[ True  True],[-867.26587 2475.3477 ],169.65312958585244
[73115.16 33314.9 ],[-1.6766949  -0.83683443],[ 0.17408702 -2.2315555 ],[202340.44   45676.812],[ True  True],[ -99.44061 -806.15625],101.50875761256646
[59712.62 43376.65],[-0.01583327 -0.91457003],[-2.0051687  0.8602895],[59720.105 62817.863],[ True  True],[1622.8906 1176.4281],111.3601289933372
[93764.41  36367.734],[1.0704364  0.17634138],[1.3378537 0.8293817],[152813.05   36934.652],[ True  True],[-622.8386 1550.866 ],61.44331916391008
[66847.75  59879.535],[ 1.9607673 -0.6471301],[ 0.1423106 -1.6075644],[242173.58  72861.34],[ True  True],[ -472.46857 -1404.9613 ],236.72995944373474
[72316.47  49385.965],[0.9695914  0.20099886],[2.0134282 0.6548507],[109057.02   50386.938],[ True  True],[-994.52496 1113.5723 ],88.62298728530575
[76342.44  58322.707],[0.03684081 0.30217198],[ 1.4985466 -1.7040651],[76394.25 61005.69],[ True  True],[ -55.011414 -702.1398  ],134.56863745512572
[61340.08  32666.846],[-1.2725192 -1.5719997],[ 1.4755292 -1.7988871],[118078.41  82057.47],[ True  True],[-42.933167 827.4365  ],90.33776352985771
[89458.29  49693.582],[0.4061028 0.8288584],[ 0.34024134 -1.7894825 ],[96936.94 67763.4 ],[ True  True],[ 697.5215 1320.652 ],120.05049149392222
[42354.227 32601.678],[ 0.7446305  -0.18106428],[-0.71155155 -0.8753772 ],[54649.086 33137.55 ],[ True  True],[-379.6184   889.41437],36.154679458557524
[97286.93  47464.016],[-0.56833386 -1.1794635 ],[1.9125587 2.0958714],[113426.43   84487.664],[ True  True],[1077.6843  -441.97974],43.97351716491169
[65637.59  41272.684],[-0.8310879   0.01840777],[ 0.7741431 -2.460402 ],[89640.94  41279.676],[ True  True],[-339.15256  542.45483],113.52601727502382
[43931.906 37949.492],[ 1.5238131 -1.593656 ],[ 2.058521   -0.99222416],[105602.914  97243.51 ],[ True  True],[1384.2903 -851.4719],202.62010011827638
[57236.91  31134.625],[-2.2155035 -1.1679864],[2.1394475  0.42988974],[265439.62   54898.188],[ True  True],[1078.664  563.001],78.72718111588466
[53707.234 38015.87 ],[-0.8264811  -0.84228975],[-0.21958543  2.832648  ],[73118.35  52317.445],[ True  True],[ 889.51953 3415.5234 ],90.28359004789311
[52698.31  31394.926],[-0.6880804 -1.1095333],[-1.2726148  2.3585565],[65673.47 52785.16],[ True  True],[-258.90228  500.69543],80.79224348545561
[47068.617 31610.967],[1.9843506 0.9883701],[ 1.6713954 -0.6502273],[174431.39  48349.52],[ True  True],[  24.87909 -471.3729 ],81.28978767747893
[41056.57 35324.6 ],[ 1.0575981  -0.02436133],[-1.8067758  1.2311002],[66239.34  35335.086],[ True  True],[-385.83112 -419.48175],87.49654742469708
[44435.426 35016.75 ],[-0.14193162  0.07051542],[ 2.6243389 -0.8545562],[44883.746 35103.844],[ True  True],[-1695.1055 -1115.2242],78.22450138871443
[52964.438 44562.68 ],[-1.2249      0.31091937],[1.1143749  0.72395974],[97920.99  46734.043],[ True  True],[429.5908 933.913 ],84.29978644077016
[61408.41  40378.336],[-0.4817743  -0.63846666],[ 3.0043607 -1.416972 ],[68673.97  48891.637],[ True  True],[-317.11002    93.115906],80.2697865534536
[48664.043 34031.508],[ 0.7770481 -1.5836331],[-1.3685577  2.5328398],[64110.094 86403.52 ],[ True  True],[ 121.69333 2880.2869 ],141.80715750574763
[43502.11 40629.03],[-0.09337305 -0.21327889],[2.6979463 3.0846431],[43691.883 41556.605],[ True  True],[-899.257  1604.0634],16.92508565081836
[46186.64  42004.215],[1.0399832 2.0769885],[-2.649926   1.1086644],[ 73497.49 170236.92],[ True  True],[-612.51825 -303.5012 ],96.56494891237008
[53664.168 38019.086],[0.800194  1.9734938],[-0.63819575  2.1893775 ],[ 71781.586 139430.12 ],[ True  True],[2398.8936 -397.9908],105.39247262359129
[46201.957 37693.53 ],[-0.6544356  -0.01262937],[-2.149783   1.1288565],[56453.977 37696.54 ],[ True  True],[-845.7141 1595.0278],87.61120703714744
[68463.07  30718.117],[ 0.12534703 -1.0401735 ],[-2.6240342  1.270072 ],[69001.62 48889.44],[ True  True],[467.89786 768.864  ],102.33156470016796
[41560.66 39263.51],[-0.7847711 -2.135384 ],[3.1341572  0.06156491],[ 55029.  168410.9],[ True  True],[459.41745 270.52917],99.88550879830036
[41872.105 37891.523],[-0.04555868  1.0548282 ],[ 0.5478077 -2.305426 ],[41915.566 61000.312],[ True  True],[1375.6926  -661.97424],91.31459395637161
[44170.645 33601.934],[ 2.3118966 -2.3594992],[-1.8989509  -0.36673713],[225107.36 179436.28],[ True  True],[ 686.9091 1374.4348],398.099728737919
[51207.508 41667.83 ],[-0.27808785  1.7515004 ],[ 1.8665661 -1.018967 ],[ 53200.312 123685.875],[ True  True],[-179.42169 -512.22595],143.69464569858982
[43419.348 35232.402],[-1.2197425 -1.8601252],[-2.3201396  -0.51193607],[ 79926.81 115918.02],[ True  True],[-748.38464 1593.2878 ],66.5444799563619
[60746.71  55723.863],[-1.7691666 -1.0205832],[-0.45692423  2.6403885 ],[183346.86  87352.65],[ True  True],[-901.33923 1109.9062 ],124.5820032593
[180801.64  33892.9 ],[-0.21036993 -0.9063484 ],[-2.5156984 -2.5691733],[184817.16   48793.305],[ True  True],[-740.767   877.0216],55.745473852781416
[49484.35 37837.25],[0.19122727 0.5541914 ],[-0.7239978   0.43928424],[50391.88  43797.934],[ True  True],[1492.6238 3949.1748],50.09949738441091
[60145.387 55665.977],[ 0.59002393 -0.7203766 ],[-1.4064163   0.91787034],[70921.805 70745.23 ],[ True  True],[  66.83151 2390.9521 ],133.78280727833686
[59723.805 37187.543],[0.04768404 0.43007144],[ 1.7818177 -2.5420077],[59791.715 40680.01 ],[ True  True],[-42.384644  58.695435],80.33412458090731
[61818.34  59453.383],[-1.2719456   0.44057092],[-0.86697483  1.8643646 ],[118940.74  65317.35],[ True  True],[ 526.28796 1654.4624 ],166.66005946506095
[52766.5   44714.043],[ 0.96880984 -1.278644  ],[ 1.2561618 -2.3050573],[79528.12 86525.71],[ True  True],[3345.709  -573.9154],163.9731554708558
[72805.92  32360.389],[-1.703044   -0.88009256],[-2.729461   0.1017976],[206505.4    45723.082],[ True  True],[198.11496 447.23392],104.33958376863146
[148520.   123108.88],[2.2839124 1.9880276],[ 2.098788  -1.1913692],[736428.3 457847.1],[ True  True],[-311.8419 1084.7404],272.6648118724776
[46728.047 34787.38 ],[ 0.05685325 -0.69993   ],[ 0.5523912 -2.7418926],[46803.586 43662.19 ],[ True  True],[-265.7655  -225.43292],86.25911093307111
[52658.668 50637.785],[-0.5048813  0.7572887],[ 0.7464514 -2.2234998],[59513.934 65865.14 ],[ True  True],[2031.2139 -483.5158],124.21925754665808
[61656.41 54241.  ],[-0.8339091 -1.0751215],[ 2.0677073 -1.7856858],[84365.984 88727.57 ],[ True  True],[-981.6282 -426.0521],109.30998353118238
[53486.55 41926.1 ],[ 0.3268138 -1.6211643],[-1.0939329  1.9014161],[ 56368.44 110195.33],[ True  True],[ 857.60565 2053.7012 ],143.131599801723
[58189.125 42572.95 ],[1.196869  1.2573441],[ 2.8538673  -0.22130983],[105085.97   80898.805],[ True  True],[713.1522  426.49506],99.53528079765374
[62327.28  33196.207],[0.05044248 1.333984  ],[-2.9477963   0.27068248],[62406.594 67381.05 ],[ True  True],[  26.041626 -417.8087  ],110.30422767323435
[45099.19 32792.57],[ 0.7103467  -0.44277683],[-1.6462808  1.6586838],[56964.12  36059.945],[ True  True],[ 193.5608  -148.45477],89.83647465918636
[46038.938 38167.453],[1.1810477 1.6675104],[ 2.0983531 -1.2056717],[ 82058.48 104725.3 ],[ True  True],[-583.82837 1043.6392 ],86.06157948591233
[56904.77  35744.637],[-0.6758647  1.2784683],[-0.14287278  2.8921196 ],[70403.95  69158.695],[ True  True],[6.0607910e-02 1.5541365e+03],136.71812340907312
[49677.43  46040.105],[-0.78201824  1.3266884 ],[ 1.3030486 -2.0323234],[65657.695 92860.53 ],[ True  True],[  397.83838 -1416.3635 ],153.64555028851183
[44739.32  40346.918],[-1.5699807  -0.22616063],[ 2.5297093 -0.3796987],[112175.01   41383.168],[ True  True],[3979.299   922.4342],104.42356731876818
[46371.01  39607.246],[-1.2615788 -2.055667 ],[ 1.0328833 -2.5242896],[ 88434.12 157241.83],[ True  True],[-532.074   -243.48035],90.85225889329662
[50084.21  46034.754],[-0.09731906  0.62921673],[ 2.0447102 -0.9770261],[50321.57  55452.305],[ True  True],[ 927.65753 -868.0678 ],102.27848668131382
[53627.625 32221.42 ],[0.9314401  0.17568825],[-2.930018   -0.03167899],[78622.06  32719.979],[ True  True],[3758.5432 -413.5041],88.57149542576975
[40124.06  30691.793],[1.7512732  0.37650958],[ 2.4434958  -0.44134003],[119077.91  32893.04],[ True  True],[-506.4261 2492.7039],86.96608829948775
[56134.652 38559.97 ],[-1.2280692  0.5759204],[-2.1218657   0.83771074],[104059.266  45133.56 ],[ True  True],[-1000.2494   -100.63849],133.27068636085616
[46430.453 30591.832],[-0.94710994  1.0317572 ],[ 2.1013513  -0.04520967],[68858.87  48371.383],[ True  True],[-1484.0232   -805.16565],109.6310450244815
[47067.094 45729.21 ],[ 0.6009956  -0.54088026],[-0.31144655  2.8282287 ],[55826.266 52582.957],[ True  True],[-824.5489  450.8074],108.32474867890507
[59230.34  30363.893],[ 0.9613714 -0.7368234],[ 1.2959318 -1.5687519],[88775.875 38986.023],[ True  True],[-574.91956 1032.2404 ],116.68755254224038
[58330.72  41895.684],[ 0.50262785 -0.01928792],[1.3401977  0.82418394],[65855.336 41903.477],[ True  True],[701.2997 796.034 ],36.29507944563476
[48697.797 33312.53 ],[ 0.18080357 -1.3250521 ],[-0.433515   3.0739646],[49495.93 67094.28],[ True  True],[1305.3594  606.0265],103.45382263618835
[57476.152 53441.918],[-1.1742595 -1.8882806],[ 2.508228  -0.5858876],[101870.555 180615.75 ],[ True  True],[ 292.3199 1495.3079],117.95463096232062
[123028.15   98126.055],[-0.61149645  0.1611203 ],[ 1.8811795 -2.8164513],[146755.72  99402.48],[ True  True],[-1111.4539   718.4594],179.08911785796627
[40758.18  33444.297],[1.3282454  0.02674706],[-1.998921   0.7882432],[82318.414 33456.26 ],[ True  True],[ 611.657   -595.40564],89.0896703115054
[79794.73 39180.97],[-0.25580865 -1.6961051 ],[-1.4408175  1.1115856],[ 82419.805 110413.24 ],[ True  True],[841.8795   -21.231964],138.34285198789618
[74173.9   58590.707],[-1.219074    0.01617815],[ 1.693418  -2.2838063],[136463.52   58598.375],[ True  True],[1168.3823  752.5235],148.45845519529306
[44419.453 31132.074],[0.52337664 0.01083412],[-1.6728524  1.0316191],[50643.36 31133.9 ],[ True  True],[  20.731354 1271.2434  ],75.11810605183929
[44833.664 38807.613],[-1.6497993 -2.0596702],[ 1.7536963 -1.2628758],[121006.586 154665.39 ],[ True  True],[-17.017334 -61.640686],85.02230114747498
[47391.17  44515.742],[2.1331131 2.0765707],[ 2.2235065  -0.99926984],[202824.08 180342.75],[ True  True],[-368.35815 1406.3843 ],91.82291288707992
[95915.625 31865.594],[-0.87586635 -1.6344095 ],[-2.2984927  0.5618523],[135119.    84786.34],[ True  True],[-364.08636  220.14992],117.60118144243113
[64780.56  32749.986],[1.5347623  0.85452944],[-2.9000359  -0.44026655],[157278.42   45452.914],[ True  True],[1084.2205 -883.2075],92.50794612983182
